id,status,created_date,close_date,price,pain,loss_reason,duration,has_discount_code,was_corporate_event
7sdn7ibq,Closed Won,2018-06-11,2018-06-18,768.0,operations,,7,True,True
s6nefwq2,Closed Lost,2018-06-11,2018-06-12,200.0,financial control,price,1,False,False
3znqrk2z,Closed Won,2018-06-11,2018-06-11,1680.0,quality of delivery,,0,True,True
tg30626c,Closed Lost,2018-06-11,2018-06-11,18150.0,quality of delivery,no product fit,0,False,True
4yjogf1l,Closed Lost,2018-06-11,2018-06-12,324.0,financial control,lost to competitor,1,False,False
2ctyxi6p,Closed Won,2018-08-11,2018-08-12,360.0,operations,,1,True,True
ifmtxbvf,Closed Won,2018-08-11,2018-08-11,600.0,operations,,0,False,True
dqzeubr2,Closed Won,2018-08-11,2018-08-11,768.0,operations,,0,True,False
sip9bpcs,Closed Won,2018-06-24,2018-06-25,150.0,operations,,1,True,True
tzsyykwr,Closed Lost,2018-06-24,2018-07-26,240.0,financial control,no product fit,32,True,True
87dszp64,Closed Lost,2018-06-24,2018-12-02,200.0,operations,lost to competitor,161,True,True
homcuhil,Closed Won,2018-06-24,2018-06-24,360.0,operations,,0,True,True
2rxeczed,Closed Won,2018-06-24,2018-06-24,240.0,operations,,0,True,True
72fvxube,Closed Won,2018-06-24,2018-08-11,300.0,operations,,48,True,False
2alq6izb,Closed Won,2018-06-24,2018-06-25,14876.0,financial control,,1,True,True
dqyjita3,Closed Won,2018-09-02,2018-09-02,960.0,financial control,,0,True,False
9ivwmjlm,Closed Won,2018-09-02,2018-09-02,768.0,operations,,0,True,True
421hhbxc,Closed Won,2018-09-02,2018-09-02,360.0,operations,,0,True,True
cireneyy,Closed Won,2018-09-02,2018-09-02,240.0,operations,,0,True,False
,Closed Lost,2018-09-02,2018-07-14,200.0,operations,not target,-50,False,True
fuux1w8u,Closed Lost,2018-07-15,2018-07-16,768.0,operations,lost to competitor,1,False,True
,Closed Lost,2018-07-16,2018-07-21,576.0,operations,lost to competitor,5,True,False
ykso7am0,Closed Won,2018-07-16,2018-07-17,576.0,operations,,1,True,True
gx9myuqy,Closed Lost,2018-07-16,2018-07-25,200.0,operations,no response,9,False,False
nsokcbz0,Closed Lost,2018-07-16,2018-07-17,200.0,operations,no response,1,False,True
,Closed Lost,2018-07-16,2018-07-21,200.0,financial control,lost to competitor,5,False,False
ej46ncsg,Closed Won,2018-07-16,2018-07-16,360.0,quality of delivery,,0,True,True
ve450tt8,Closed Won,2018-03-01,2018-03-01,600.0,operations,,0,True,True
gbedaamz,Closed Lost,2018-03-01,2018-04-01,576.0,,price,31,True,True
xrokvirr,Closed Lost,2018-03-01,2018-04-01,300.0,financial control,price,31,True,True
71e48y2y,Closed Won,2018-03-01,2018-03-01,600.0,operations,,0,True,True
wy9ssh78,Closed Lost,2018-03-01,2018-03-01,200.0,quality of delivery,no response,0,False,True
ue11fb5p,Closed Lost,2018-03-01,2018-03-01,200.0,operations,price,0,False,True
,Closed Lost,2018-06-12,2018-06-18,300.0,financial control,other,6,False,False
p2vzgz38,Closed Won,2018-06-12,2018-06-12,360.0,quality of delivery,,0,True,False
nhvhd2wu,Closed Won,2018-06-12,2018-06-12,768.0,financial control,,0,True,False
h7xs4q81,Closed Lost,2018-06-12,2018-06-13,200.0,financial control,other,1,True,False
479n4ph5,Closed Lost,2018-06-12,2018-07-11,324.0,operations,lost to competitor,29,False,False
7pftfk4n,Closed Lost,2018-06-12,2018-06-25,150.0,quality of delivery,price,13,False,False
gcvm1ijj,Closed Lost,2018-06-12,2018-06-12,1008.0,financial control,other,0,False,False
abbbp3bl,Closed Won,2018-07-25,2018-07-25,150.0,operations,,0,True,False
se2ko0jz,Closed Won,2018-06-24,2018-06-24,1344.0,operations,,0,True,True
4yyqeebe,Closed Won,2018-06-24,2018-06-25,300.0,quality of delivery,,1,True,True
,Closed Lost,2018-06-24,2018-09-03,300.0,operations,no response,71,True,False
adibycxn,Closed Won,2018-06-24,2018-06-24,1350.0,quality of delivery,,0,True,True
77ztg2dc,Closed Lost,2018-06-24,2018-06-24,360.0,operations,no response,0,False,True
664pvsr1,Closed Won,2018-06-24,2018-06-24,150.0,quality of delivery,,0,True,True
zffapz33,Closed Won,2018-06-24,2018-06-25,960.0,operations,,1,True,False
3rjicv0w,Closed Won,2018-06-24,2018-06-24,240.0,operations,,0,True,True
otnzem1z,Closed Won,2018-06-24,2018-06-24,960.0,quality of delivery,,0,True,False
,Closed Lost,2018-06-25,2018-06-02,200.0,financial control,no product fit,-23,True,False
b1d4m29h,Closed Lost,2018-06-25,2018-06-25,360.0,quality of delivery,lost to competitor,0,False,False
27byqhlb,Closed Won,2018-12-02,2018-12-02,360.0,operations,,0,True,False
,Closed Lost,2018-12-02,2018-07-11,300.0,quality of delivery,no response,-144,False,True
w6s3wjlq,Closed Won,2018-12-02,2018-12-02,240.0,financial control,,0,True,False
hs397uap,Closed Lost,2018-12-02,2018-12-02,200.0,operations,price,0,False,True
5754flf1,Closed Won,2018-12-02,2018-12-02,768.0,operations,,0,True,False
w9hp9oc9,Closed Won,2018-12-02,2018-07-09,450.0,financial control,,-146,True,True
rjxhldbl,Closed Lost,2018-12-02,2018-08-05,324.0,quality of delivery,no response,-119,False,True
ne80uytj,Closed Won,2018-12-02,2018-12-02,240.0,operations,,0,True,False
vhy0ljpq,Closed Lost,2018-12-02,2018-07-16,500.0,,not target,-139,False,True
bnahxmix,Closed Lost,2018-07-16,2018-07-18,200.0,quality of delivery,price,2,False,True
7zuri8s3,Closed Lost,2018-07-16,2018-07-17,200.0,operations,lost to competitor,1,False,True
bggh1dpr,Closed Lost,2018-07-16,2018-07-25,18150.0,operations,price,9,True,True
8mpirf6k,Closed Lost,2018-07-17,2018-07-17,150.0,operations,price,0,True,True
n0f9x45e,Closed Won,2018-07-17,2018-07-17,1008.0,operations,,0,True,False
3wxtlzqz,Closed Won,2018-07-17,2018-07-17,768.0,operations,,0,True,True
wsn8770v,Closed Won,2018-03-01,2018-03-01,768.0,,,0,True,False
,Closed Lost,2018-03-01,2018-04-01,200.0,operations,other,31,False,True
,Closed Lost,2018-03-01,2018-03-01,200.0,quality of delivery,no response,0,False,False
czmym7n8,Closed Won,2018-03-01,2018-06-24,1680.0,operations,,115,True,True
0rqnl52f,Closed Lost,2018-04-01,2018-06-19,360.0,operations,no budget,79,False,False
i9bhxvex,Closed Won,2018-04-01,2018-04-01,960.0,financial control,,0,True,True
,Closed Lost,2018-04-01,2018-04-01,9610.0,operations,price,0,True,False
ftcoenkz,Closed Lost,2018-04-01,2018-04-01,200.0,operations,no response,0,False,False
,Closed Lost,2018-04-01,2018-06-20,360.0,operations,lost to competitor,80,False,False
,Closed Lost,2018-06-12,2018-06-20,200.0,financial control,price,8,False,False
zpre3b85,Closed Lost,2018-06-12,2018-06-16,200.0,quality of delivery,other,4,False,True
issjlxiy,Closed Lost,2018-06-12,2018-06-13,696.0,operations,lost to competitor,1,False,True
,Closed Lost,2018-06-12,2018-06-12,200.0,operations,other,0,False,False
wqaboj80,Closed Won,2018-06-12,2018-06-13,240.0,operations,,1,True,True
8d6qideu,Closed Won,2018-06-12,2018-06-25,960.0,operations,,13,True,False
h3il9fxm,Closed Lost,2018-06-13,2018-07-22,576.0,financial control,no budget,39,False,False
b1b5unq2,Closed Won,2018-06-13,2018-06-13,576.0,financial control,,0,True,False
,Closed Lost,2018-06-13,2018-07-22,324.0,quality of delivery,no response,39,False,False
w8j9juf9,Closed Lost,2018-06-13,2018-06-16,240.0,operations,price,3,False,True
o3632yog,Closed Won,2018-07-25,2018-07-25,576.0,operations,,0,True,False
7lngflhz,Closed Lost,2018-07-25,2018-07-25,200.0,time saving,lost to competitor,0,False,False
wuhh2xg0,Closed Won,2018-07-25,2018-07-26,576.0,operations,,1,True,True
4yqlzh28,Closed Won,2018-07-25,2018-07-25,150.0,operations,,0,True,True
,Closed Lost,2018-07-25,2018-09-18,768.0,financial control,lost to competitor,55,False,False
,Closed Lost,2018-07-25,2018-07-25,150.0,operations,no product fit,0,True,True
d7os98c8,Closed Won,2018-07-25,2018-07-25,576.0,operations,,0,True,True
,Closed Lost,2018-07-25,2018-07-25,150.0,financial control,price,0,False,False
kid5ljt9,Closed Won,2018-07-25,2018-04-05,360.0,time saving,,-111,True,True
f7oey7if,Closed Won,2018-07-25,2018-08-11,300.0,operations,,17,True,True
m0wa5qsv,Closed Won,2018-07-25,2018-08-13,14876.0,financial control,,19,True,True
yd76c0la,Closed Won,2018-06-25,2018-06-25,240.0,operations,,0,True,True
,Closed Lost,2018-06-25,2018-06-25,768.0,operations,price,0,False,False
,Closed Won,2018-06-25,2018-06-25,500.0,,,0,False,True
2cftpdeh,Closed Won,2018-06-25,2018-06-25,1344.0,operations,,0,True,True
024laath,Closed Won,2018-06-25,2018-06-25,1344.0,quality of delivery,,0,True,True
jubd73jd,Closed Won,2018-06-25,2018-06-25,150.0,quality of delivery,,0,True,True
xurerz07,Closed Won,2018-06-25,2018-09-12,150.0,operations,,79,True,True
qraox1a6,Closed Won,2018-12-02,2018-12-02,1680.0,quality of delivery,,0,True,True
c8cw2eda,Closed Won,2018-12-02,2018-12-02,600.0,operations,,0,False,False
,Closed Lost,2018-12-02,2018-10-04,960.0,operations,lost to competitor,-59,False,True
,Closed Lost,2018-12-02,2018-07-23,240.0,operations,no response,-132,True,True
fl3bkvlv,Closed Lost,2018-12-02,2018-07-09,600.0,financial control,not target,-146,True,True
jr8w2k53,Closed Lost,2018-07-08,2018-09-08,768.0,operations,lost to competitor,62,False,False
cxce80uu,Closed Lost,2018-07-17,2018-07-21,150.0,operations,not target,4,True,True
vu89uv4n,Closed Won,2018-07-17,2018-07-17,960.0,financial control,,0,True,True
23xbzhj5,Closed Won,2018-07-17,2018-07-17,768.0,financial control,,0,True,False
3ifpmlou,Closed Won,2018-07-17,2018-03-03,768.0,operations,,-136,True,True
ylyp18mp,Closed Lost,2018-07-17,2018-07-25,200.0,,no response,8,False,False
,Closed Won,2018-04-01,2018-04-01,0.0,,,0,False,False
x7q23wb9,Closed Lost,2018-04-01,2018-06-25,360.0,operations,no response,85,False,True
ezh8d3md,Closed Won,2018-04-01,2018-04-01,300.0,operations,,0,True,True
,Closed Won,2018-04-01,2018-03-01,0.0,,,-31,False,False
r3rk1v7u,Closed Won,2018-04-01,2018-06-20,768.0,quality of delivery,,80,True,True
s71w2qby,Closed Won,2018-07-01,2018-06-13,14876.0,operations,,-18,True,True
1agdp3tl,Closed Won,2018-06-13,2018-06-13,768.0,quality of delivery,,0,True,True
11jwprl1,Closed Lost,2018-06-13,2018-06-20,240.0,operations,other,7,True,True
qjtjup2j,Closed Lost,2018-06-13,2018-06-25,200.0,quality of delivery,no response,12,False,True
,Closed Lost,2018-06-13,2018-06-20,200.0,financial control,no response,7,False,False
,Closed Lost,2018-06-13,2018-06-19,240.0,financial control,no response,6,False,False
5ey4wd7u,Closed Won,2018-06-13,2018-06-13,240.0,quality of delivery,,0,True,True
s28k335e,Closed Won,2018-06-13,2018-06-13,150.0,operations,,0,True,True
mxpfpno0,Closed Lost,2018-07-25,2018-09-15,360.0,operations,not target,52,True,False
ap2oaqjk,Closed Lost,2018-07-25,2018-07-25,200.0,financial control,no response,0,False,False
s8e6dbms,Closed Lost,2018-07-25,2018-09-16,300.0,operations,no response,53,False,True
35n3z0sw,Closed Lost,2018-07-25,2018-07-25,150.0,operations,no product fit,0,False,True
khl8yuyt,Closed Won,2018-07-25,2018-07-26,240.0,financial control,,1,True,False
3j45qex7,Closed Lost,2018-07-25,2018-08-22,600.0,financial control,price,28,False,False
,Closed Lost,2018-07-25,2019-01-28,360.0,operations,lost to competitor,187,True,True
,Closed Lost,2018-02-03,2018-05-03,200.0,operations,lost to competitor,89,False,False
b2aje4tf,Closed Won,2018-02-03,2018-02-03,360.0,operations,,0,True,True
b7wtw6fi,Closed Lost,2018-02-03,2018-09-10,240.0,operations,not target,219,False,False
rdui6qf3,Closed Lost,2018-02-03,2018-03-03,360.0,operations,lost to competitor,28,True,False
7l23x8iv,Closed Lost,2018-06-25,2018-06-25,360.0,operations,no response,0,True,True
,Closed Lost,2018-06-25,2018-11-18,320.0,quality of delivery,not target,146,False,True
b6zngi9s,Closed Won,2018-06-25,2018-06-25,240.0,quality of delivery,,0,True,True
,Closed Lost,2018-01-02,2018-07-25,450.0,operations,no response,204,False,False
owsn167c,Closed Won,2018-01-02,2018-01-02,1680.0,operations,,0,True,True
s55dtj0q,Closed Won,2018-07-08,2018-07-08,450.0,financial control,,0,True,False
iz8tuot2,Closed Lost,2018-07-08,2018-07-08,0.0,operations,no product fit,0,False,True
k9mje95k,Closed Lost,2018-07-08,2018-07-25,200.0,operations,no budget,17,True,False
,Closed Lost,2018-07-08,2018-07-09,360.0,quality of delivery,not target,1,True,True
,Closed Lost,2018-07-17,2018-07-16,200.0,financial control,no response,-1,False,False
igfy3pl0,Closed Lost,2018-07-17,2018-10-22,200.0,financial control,no response,97,True,False
6438hr6f,Closed Won,2018-07-17,2018-07-18,360.0,operations,,1,True,True
,Closed Lost,2018-07-17,2018-07-11,200.0,financial control,no response,-6,False,False
00mlqxtx,Closed Lost,2018-07-17,2018-07-17,240.0,financial control,no budget,0,False,False
,Closed Lost,2018-07-17,2018-07-18,360.0,quality of delivery,no response,1,True,False
e5p70stk,Closed Won,2018-07-17,2018-07-25,150.0,financial control,,8,True,False
4y1u4iaj,Closed Won,2018-07-17,2018-07-21,32396.0,operations,,4,True,True
8n76zaaf,Closed Won,2018-07-18,2018-07-21,768.0,operations,,3,True,True
mj8o7p38,Closed Lost,2018-07-01,2018-09-02,200.0,operations,no response,63,True,True
,Closed Lost,2018-07-01,2018-06-13,360.0,operations,no response,-18,True,True
g4wfz0jp,Closed Lost,2018-07-01,2018-06-11,768.0,operations,no response,-20,False,False
ey2dz4ix,Closed Won,2018-07-01,2018-07-01,1344.0,financial control,,0,True,True
,Closed Lost,2018-07-01,2018-06-19,200.0,quality of delivery,other,-12,False,True
so8kkcr0,Closed Won,2018-07-01,2013-12-09,768.0,operations,,-1665,True,True
,Closed Lost,2018-07-01,2018-08-01,200.0,quality of delivery,price,31,False,True
l0kpfedg,Closed Won,2018-06-16,2018-06-16,324.0,operations,,0,True,True
chmz9i8z,Closed Won,2018-06-16,2018-06-19,576.0,operations,,3,True,False
zvhf39pn,Closed Lost,2018-06-16,2018-07-22,768.0,quality of delivery,lost to competitor,36,False,True
hq38glb2,Closed Lost,2018-06-16,2018-06-20,200.0,operations,lost to competitor,4,False,False
,Closed Lost,2018-06-16,2018-06-16,0.0,quality of delivery,no budget,0,False,False
w6a4bgxq,Closed Lost,2018-06-16,2018-06-18,450.0,quality of delivery,no response,2,True,True
mhx2visl,Closed Won,2018-06-16,2018-06-16,768.0,operations,,0,True,True
by8kga8j,Closed Lost,2018-06-16,2018-06-23,200.0,,no response,7,True,False
,Closed Lost,2018-02-03,2018-04-03,360.0,financial control,lost to competitor,59,True,True
,Closed Lost,2018-02-03,2018-08-13,240.0,operations,no response,191,False,True
avca9pap,Closed Won,2018-02-03,2018-02-03,1344.0,financial control,,0,True,True
,Closed Lost,2018-02-03,2018-08-15,360.0,financial control,no response,193,True,True
aj8i3bfg,Closed Lost,2018-02-03,2018-09-03,200.0,quality of delivery,no budget,212,False,True
4alelqbv,Closed Won,2018-02-03,2018-08-11,240.0,financial control,,189,True,False
dxno8pvn,Closed Lost,2018-02-03,2018-02-03,240.0,operations,not target,0,True,True
8vyipo1z,Closed Lost,2018-02-03,2018-08-25,360.0,operations,no response,203,False,True
iiaj9mr9,Closed Won,2018-03-03,2018-03-03,360.0,operations,,0,True,True
g2h7icaq,Closed Won,2018-03-03,2018-03-03,1680.0,operations,,0,True,True
g1ymvl6n,Closed Won,2019-02-03,2019-02-03,768.0,operations,,0,True,True
q8ys48gi,Closed Won,2018-03-03,2018-03-03,1650.0,operations,,0,True,True
spvihezt,Closed Won,2018-03-03,2018-03-03,32396.0,operations,,0,True,True
9784uhit,Closed Won,2018-01-02,2018-01-02,240.0,quality of delivery,,0,True,True
x70t35wm,Closed Lost,2018-01-02,2018-07-08,960.0,operations,price,187,False,True
,Closed Lost,2018-01-02,2018-05-06,200.0,quality of delivery,no response,124,True,False
qx9xm1zz,Closed Lost,2018-01-02,2018-09-02,576.0,operations,no response,243,False,False
b4gy626i,Closed Lost,2018-01-02,2018-07-25,240.0,operations,no response,204,True,True
btsgktrd,Closed Won,2018-01-02,2018-01-02,768.0,quality of delivery,,0,True,True
l4i8sjmq,Closed Lost,2018-07-08,2018-07-09,450.0,operations,not target,1,True,True
r3zbeb44,Closed Won,2018-07-08,2018-07-11,150.0,operations,,3,True,True
w266aes8,Closed Won,2018-07-08,2018-07-11,14876.0,financial control,,3,True,True
khpo9ffy,Closed Won,2018-07-08,2018-07-08,324.0,operations,,0,True,True
ik8jdbp1,Closed Won,2018-07-08,2018-07-08,360.0,operations,,0,True,True
b1dnq0fx,Closed Won,2018-07-09,2018-07-09,324.0,operations,,0,True,False
162isa44,Closed Won,2018-07-09,2018-07-09,576.0,operations,,0,True,True
tl1g37l8,Closed Lost,2018-07-09,2018-07-10,450.0,operations,not target,1,True,True
j90atvpj,Closed Lost,2018-07-09,2018-07-25,600.0,operations,no response,16,True,True
33phm3ne,Closed Won,2018-07-18,2018-10-10,360.0,operations,,84,True,False
pwvcnd4r,Closed Lost,2018-07-18,2018-07-23,500.0,financial control,lost to competitor,5,True,False
1c13wzfy,Closed Lost,2018-07-18,2018-07-21,200.0,operations,not target,3,True,True
os3j681s,Closed Won,2018-07-18,2018-07-18,600.0,operations,,0,True,False
z6dask9p,Closed Won,2018-07-18,2018-07-18,32396.0,operations,,0,True,False
,Closed Lost,2018-07-18,2018-07-25,200.0,operations,no response,7,False,True
,Closed Lost,2018-07-18,2018-07-18,200.0,financial control,no response,0,False,False
,Closed Lost,2018-07-01,2018-07-25,450.0,operations,no response,24,False,True
7vyed7up,Closed Won,2018-07-01,2018-09-01,450.0,operations,,62,True,True
wcsrbiyc,Closed Won,2018-07-01,2018-08-01,240.0,operations,,31,True,True
0w46gnkp,Closed Won,2018-07-01,2018-08-01,360.0,operations,,31,True,True
x9m8elto,Closed Won,2018-07-01,2018-07-01,300.0,operations,,0,True,False
k3cu5zze,Closed Won,2018-07-01,2018-07-01,240.0,operations,,0,True,True
lkyfgmja,Closed Lost,2018-07-01,2018-03-03,1344.0,operations,no response,-120,False,False
apg8yjfj,Closed Won,2018-07-01,2018-08-01,576.0,quality of delivery,,31,True,True
yab67np0,Closed Won,2018-08-01,2018-09-01,240.0,operations,,31,True,True
r977jbxr,Closed Lost,2018-08-01,2018-06-25,600.0,time saving,no response,-37,False,True
7rcrwj18,Closed Won,2018-08-01,2018-08-01,9214.0,operations,,0,True,True
v1y3ny57,Closed Lost,2018-08-01,2018-06-19,200.0,operations,no response,-43,False,True
,Closed Won,2018-06-16,2018-06-16,324.0,operations,other,0,False,True
mlhaduco,Closed Won,2018-06-16,2018-06-16,768.0,operations,,0,True,True
l48sn4vo,Closed Lost,2018-06-16,2018-06-19,200.0,operations,no response,3,False,False
qwoltpoc,Closed Lost,2018-06-16,2018-07-22,324.0,operations,no response,36,False,True
axnf719j,Closed Won,2018-06-16,2018-05-05,240.0,,,-42,True,True
dbeky7bc,Closed Won,2018-06-16,2018-06-16,768.0,operations,,0,True,False
7tgz4m3n,Closed Won,2018-06-16,2018-06-16,576.0,quality of delivery,,0,True,True
cfpnyfm6,Closed Won,2018-06-16,2018-06-16,240.0,,,0,True,False
57fnb82u,Closed Lost,2018-03-03,2018-08-20,768.0,operations,no response,170,True,True
145m03ku,Closed Won,2018-03-03,2018-03-03,300.0,operations,,0,True,True
0l6au65m,Closed Won,2018-03-03,2018-04-03,240.0,operations,,31,True,True
imycd2oy,Closed Lost,2018-03-03,2018-03-03,360.0,financial control,lost to competitor,0,True,True
2pu9f6y5,Closed Won,2018-03-03,2018-03-03,360.0,quality of delivery,,0,True,True
pu12q5r6,Closed Lost,2018-03-03,2018-10-15,200.0,operations,not target,226,True,True
7ifhnczj,Closed Won,2018-07-09,2018-07-09,240.0,quality of delivery,,0,True,True
4jbndff5,Closed Lost,2018-07-09,2018-07-10,200.0,operations,lost to competitor,1,False,True
thho24p6,Closed Lost,2018-07-09,2018-07-11,200.0,operations,no response,2,False,True
,Closed Lost,2018-07-09,2018-07-14,200.0,financial control,price,5,False,False
nlswo0b1,Closed Lost,2018-07-09,2018-02-03,360.0,operations,no response,-156,False,True
,Closed Lost,2018-07-09,2018-09-08,1008.0,operations,lost to competitor,61,True,True
q19dxjp9,Closed Won,2018-07-09,2018-07-09,360.0,quality of delivery,,0,True,True
yxznmdj0,Closed Lost,2018-07-18,2018-07-25,360.0,operations,price,7,True,True
tvhx5uz8,Closed Won,2018-07-18,2018-07-22,1680.0,operations,,4,True,False
q4jv35sz,Closed Lost,2018-07-18,2018-07-18,768.0,operations,not target,0,False,True
gb9x3s3k,Closed Won,2018-07-18,2018-07-21,576.0,operations,,3,True,True
nibocqbz,Closed Lost,2018-07-18,2018-09-18,960.0,operations,lost to competitor,62,False,True
vlj7idqn,Closed Won,2018-07-18,2018-07-24,768.0,operations,,6,True,True
,Closed Lost,2018-07-18,2018-09-24,360.0,,no response,68,False,False
ndqsfnzp,Closed Lost,2018-07-18,2018-08-26,240.0,quality of delivery,no response,39,False,False
nrnbh930,Closed Lost,2018-07-18,2018-07-24,200.0,,lost to competitor,6,False,False
aes8nyza,Closed Lost,2018-08-01,2018-10-01,450.0,operations,no response,61,False,True
,Closed Lost,2019-01-02,2019-07-10,240.0,operations,no response,189,True,True
skm82519,Closed Lost,2018-08-01,2018-08-01,324.0,quality of delivery,other,0,False,True
98ti6hxk,Closed Won,2018-08-01,2018-08-01,360.0,operations,,0,True,True
hj94bzb5,Closed Lost,2018-08-01,2018-06-18,1344.0,operations,price,-44,True,True
q72cpjum,Closed Won,2018-08-01,2018-08-01,336.0,operations,,0,True,True
f4pv2ty4,Closed Lost,2018-08-01,2018-11-01,200.0,operations,other,92,False,True
ve0fw3ka,Closed Won,2018-08-01,2018-09-01,450.0,operations,,31,True,True
r369w221,Closed Won,2018-06-16,2018-06-16,768.0,operations,,0,True,True
nq0pvyet,Closed Won,2018-06-17,2018-06-20,1344.0,operations,,3,True,True
y5e6pdos,Closed Won,2018-06-17,2018-06-17,768.0,operations,,0,True,False
,Closed Lost,2018-06-17,2018-06-17,200.0,financial control,price,0,True,True
bz1oif8c,Closed Lost,2018-06-17,2018-06-24,200.0,operations,not target,7,False,False
ohw5036z,Closed Lost,2018-06-17,2018-06-25,960.0,operations,not target,8,True,True
ouxycemo,Closed Lost,2018-03-03,2018-08-22,576.0,financial control,price,172,True,False
9hw5du45,Closed Lost,2018-01-02,2018-05-02,360.0,quality of delivery,no budget,120,True,False
5c5mmau1,Closed Won,2018-01-02,2018-01-02,360.0,operations,,0,True,True
,Closed Lost,2018-01-02,2018-12-02,240.0,quality of delivery,lost to competitor,334,False,False
ipgap9u2,Closed Won,2018-01-02,2018-07-02,576.0,operations,,181,True,True
,Closed Lost,2018-01-02,2018-06-02,200.0,financial control,lost to competitor,151,False,False
yvx881x6,Closed Lost,2018-01-02,2018-07-02,320.0,quality of delivery,no budget,181,False,True
71t22ew3,Closed Lost,2018-01-02,2018-09-02,200.0,operations,price,243,False,False
,Closed Lost,2018-07-09,2019-06-27,360.0,financial control,no response,353,True,False
tgekxf4u,Closed Lost,2018-07-09,2018-07-10,200.0,financial control,no product fit,1,True,True
,Closed Won,2018-07-09,2018-07-09,960.0,operations,,0,True,True
8k9wj4it,Closed Lost,2018-07-09,2018-07-11,450.0,,no budget,2,False,False
3rhdkh40,Closed Lost,2018-07-09,2018-08-12,768.0,operations,not target,34,False,True
ygopox36,Closed Won,2018-07-09,2018-07-09,360.0,operations,,0,True,True
e3xhgpt7,Closed Won,2018-07-09,2018-07-09,360.0,operations,,0,True,True
ac2s5vjy,Closed Lost,2018-07-10,2018-07-18,150.0,operations,no product fit,8,False,False
zxecd0ea,Closed Lost,2018-07-10,2018-07-14,200.0,financial control,lost to competitor,4,True,False
kkdw2ip1,Closed Won,2018-07-10,2018-07-10,768.0,operations,,0,True,False
2safx0mn,Closed Won,2018-07-19,2018-07-19,576.0,quality of delivery,,0,True,True
,Closed Lost,2018-07-19,2018-06-03,300.0,operations,not target,-46,True,True
ep1hwdoy,Closed Won,2018-07-21,2018-07-21,600.0,operations,,0,False,True
4lckd1zl,Closed Lost,2018-07-21,2018-08-13,200.0,quality of delivery,no response,23,True,False
sha7s80b,Closed Won,2018-07-21,2018-07-21,240.0,financial control,,0,True,False
v1ple1l5,Closed Won,2018-07-21,2018-07-21,360.0,operations,,0,True,True
k2bn1nc9,Closed Won,2018-08-01,2018-09-01,576.0,quality of delivery,,31,True,True
vdlrwz17,Closed Won,2018-08-01,2018-06-24,240.0,operations,,-38,True,True
ah7o4ls4,Closed Lost,2018-09-01,2018-06-10,240.0,operations,not target,-83,False,True
85a50hdi,Closed Won,2018-09-01,2018-09-01,240.0,operations,,0,True,True
lvmikmeu,Closed Won,2018-09-01,2018-10-01,768.0,operations,,30,True,True
rwcfu8cm,Closed Lost,2018-09-01,2018-11-01,360.0,operations,no budget,61,False,True
,Closed Lost,2018-09-01,2018-06-09,200.0,financial control,lost to competitor,-84,False,True
c1hjtjf1,Closed Lost,2018-09-01,2018-06-09,576.0,operations,other,-84,False,True
,Closed Lost,2018-06-17,2018-06-17,240.0,operations,lost to competitor,0,True,True
7uxzbvsb,Closed Lost,2018-06-17,2018-07-11,576.0,,not target,24,True,True
nk833aol,Closed Lost,2018-06-17,2018-06-17,200.0,operations,price,0,False,True
7lveds56,Closed Won,2018-06-17,2018-06-17,1344.0,operations,,0,True,True
of9oldgm,Closed Lost,2018-06-17,2018-06-25,200.0,time saving,lost to competitor,8,False,False
,Closed Lost,2018-06-17,2018-06-20,0.0,operations,price,3,False,False
ud2bvrja,Closed Won,2018-06-18,2018-06-18,768.0,quality of delivery,,0,True,False
8muhyflv,Closed Won,2018-06-18,2018-06-18,1344.0,operations,,0,True,False
b1wqmr17,Closed Lost,2018-03-03,2018-04-03,200.0,operations,no product fit,31,False,True
4502ot6r,Closed Lost,2018-03-03,2018-05-03,360.0,operations,not target,61,True,True
55bsrnuq,Closed Won,2018-03-03,2018-03-03,576.0,operations,,0,True,True
g9nakx73,Closed Won,2018-03-03,2018-03-03,600.0,financial control,,0,True,True
t5yeampm,Closed Lost,2018-03-03,2018-09-18,200.0,operations,lost to competitor,199,True,False
,Closed Lost,2018-03-03,2018-11-03,324.0,quality of delivery,price,245,False,True
,Closed Lost,2018-04-03,2018-10-13,1344.0,operations,lost to competitor,193,True,False
pwhenu3l,Closed Won,2018-04-03,2018-04-03,32396.0,financial control,,0,True,True
2ovouqlp,Closed Won,2018-04-03,2018-09-03,576.0,operations,,153,True,True
tqvjdhyb,Closed Won,2018-04-03,2018-10-03,360.0,financial control,,183,True,True
lo5woafe,Closed Lost,2018-04-03,2018-12-03,768.0,financial control,not target,244,True,True
750qvaj3,Closed Lost,2018-04-03,2018-10-04,768.0,operations,no response,184,True,True
,Closed Lost,2018-04-03,2018-08-13,290.0,time saving,lost to competitor,132,False,False
8o42nx53,Closed Lost,2018-02-02,2018-02-02,200.0,operations,no product fit,0,False,True
,Closed Lost,2018-02-02,2018-09-02,324.0,financial control,no product fit,212,False,False
ipj68m0j,Closed Won,2018-02-02,2018-02-02,768.0,quality of delivery,,0,True,True
qx6ceedh,Closed Won,2018-02-02,2018-02-02,576.0,quality of delivery,,0,True,True
tcrd452d,Closed Lost,2018-02-02,2018-07-23,360.0,operations,price,171,False,False
