id,has_city,acquisition_campaign,use_case,source,created_date
3fhn2pmd,True,Other,Other,Inbound,2019-01-21
ho1l6p80,False,Other,Other,Inbound,2019-04-15
9z8q83tm,False,Other,Corporate Events,Outbound,2018-08-11
7zvm1vah,False,Other,Corporate Events,Inbound,2019-01-21
49qngxo1,True,Other,Other,Outbound,2019-04-15
xenbyhmr,True,Other,Corporate Events,Inbound,2018-08-11
ixzanpbu,False,Other,Corporate Events,Inbound,2019-01-21
71frzomx,False,Other,Corporate Events,Outbound,2019-04-15
xdsonpsv,True,Other,Other,Inbound,2019-04-15
1st51p5c,False,Other,Corporate Events,Outbound,2018-08-11
n6n4tlie,True,Other,Other,Inbound,2019-01-21
tr9bf895,True,Other,Other,Outbound,2019-04-15
f6xzbldq,True,Other,Corporate Events,Inbound,2019-04-15
au2yav5j,True,Other,Corporate Events,Inbound,2018-08-11
8m6bapn3,True,Other,Other,Inbound,2019-04-15
ga4e69hs,True,Other,Corporate Events,Inbound,2018-08-11
5rhgvptu,True,Other,Corporate Events,Outbound,2019-04-15
1tu48820,True,Other,Other,Inbound,2019-01-21
1c2aerak,True,Other,Corporate Events,Inbound,2019-04-15
0lrobj9c,True,Other,Other,Inbound,2018-08-11
t6cznznv,True,Other,Corporate Events,Inbound,2019-04-15
w3j3t0rb,True,Other,Corporate Events,Inbound,2019-01-21
128y4rj7,True,Other,Corporate Events,Outbound,2019-04-15
haw7v7or,False,Other,Corporate Events,Inbound,2019-01-21
uzco0jc0,True,Other,Other,Inbound,2019-04-15
dbk6c19u,True,Other,Corporate Events,Inbound,2018-08-11
cogg9aor,False,Other,Corporate Events,Inbound,2019-04-15
bt1oatr9,True,Other,Other,Inbound,2019-01-21
i132xldz,False,Other,Other,Outbound,2019-04-15
k8pf7ywf,True,Other,Corporate Events,Inbound,2018-08-11
tekw7qrx,True,Other,Corporate Events,Inbound,2019-01-21
vc95qtpj,True,Other,Corporate Events,Inbound,2019-04-15
qhyzaeyq,True,Other,Corporate Events,Inbound,2018-08-11
jt0f7t5m,True,Other,Corporate Events,Outbound,2019-04-15
m6r02ysv,False,Other,Corporate Events,Inbound,2019-01-21
qjjh6b5d,True,Other,Corporate Events,Inbound,2018-08-12
m50xkwwf,True,Other,Corporate Events,Inbound,2019-01-21
4qh51ahf,False,Other,Other,Outbound,2019-04-15
zo8vqtsv,True,Other,Corporate Events,Inbound,2018-08-12
xgnciifs,True,Other,Corporate Events,Inbound,2019-01-21
msvi9079,False,Other,Corporate Events,Outbound,2019-04-15
8p3zm5rt,True,Other,Corporate Events,Inbound,2019-01-21
ehl26xtr,True,Other,Corporate Events,Inbound,2019-04-15
05n2w823,True,Other,Other,Inbound,2019-01-21
kvaxz4lr,True,Other,Corporate Events,Inbound,2019-04-15
k2zublmq,True,Other,Other,Inbound,2019-01-21
ewff4hvf,False,Other,Corporate Events,Outbound,2019-04-15
tyahjn1i,True,Other,Corporate Events,Inbound,2019-01-21
j3nb4g62,False,Other,Corporate Events,Inbound,2019-04-15
ejq05shz,True,Other,Other,Inbound,2019-01-21
518o2iku,True,Other,Other,Inbound,2019-04-15
9xtwcvel,True,Other,Other,Inbound,2018-08-12
qz8xjlt5,True,Other,Other,Inbound,2019-01-21
5ezto5rf,True,Other,Corporate Events,Inbound,2019-04-15
vizjt5hq,True,Other,Corporate Events,Inbound,2018-08-12
2izap7ab,True,Other,Corporate Events,Inbound,2019-01-21
yu9uuf4s,True,Other,Corporate Events,Inbound,2019-04-15
75up53v3,True,Other,Other,Inbound,2018-08-12
l2b96t3h,True,Other,Other,Inbound,2019-01-21
g30lnmbv,False,Other,Other,Outbound,2019-04-15
pxwyiid6,True,Other,Corporate Events,Inbound,2018-08-12
g87vrc3f,True,Other,Other,Inbound,2019-01-21
wtfe81jn,True,Other,Corporate Events,Inbound,2019-04-16
5ai8xu4c,True,Other,Corporate Events,Inbound,2019-01-21
httmb6im,False,Other,Corporate Events,Inbound,2019-04-16
uynm35qh,True,Other,Other,Inbound,2018-08-12
5u8gskfn,False,Other,Other,Inbound,2019-01-21
o92tu4g2,False,Other,Corporate Events,Outbound,2019-04-16
ov43jm1y,True,Other,Corporate Events,Inbound,2019-01-21
wcnuupj6,False,Other,Corporate Events,Inbound,2019-04-16
8ces2w49,True,Other,Corporate Events,Inbound,2019-01-21
ir4qp7qp,False,Other,Corporate Events,Outbound,2018-08-12
97af8b86,True,Other,Corporate Events,Inbound,2019-01-21
kj62bri6,True,Other,Other,Inbound,2019-01-21
ag8y5gkc,False,Other,Corporate Events,Inbound,2019-04-16
yuunyout,True,Other,Corporate Events,Inbound,2019-01-21
rbbnulaw,True,Other,Corporate Events,Outbound,2019-04-16
e0usulpf,False,Other,Corporate Events,Inbound,2018-08-12
5lmw26ee,True,Other,Other,Inbound,2019-01-21
s1dcbvul,False,Other,Corporate Events,Inbound,2018-08-12
s1qg1lr6,False,Other,Other,Inbound,2019-01-21
jwe8tpo2,False,Other,Other,Outbound,2019-04-16
2ffgt8if,True,Other,Corporate Events,Inbound,2018-08-12
jzotgin6,False,Other,Corporate Events,Inbound,2019-01-21
zlj57mnq,True,Other,Corporate Events,Outbound,2019-04-16
631e633a,True,Other,Corporate Events,Inbound,2018-08-12
bhu2alui,True,Other,Corporate Events,Inbound,2019-01-21
fmig9h1h,True,Other,Other,Inbound,2019-04-16
397qki4n,True,Other,Corporate Events,Inbound,2018-08-12
169na9x7,True,Other,Corporate Events,Inbound,2019-04-16
hd4q29h1,True,Other,Other,Inbound,2018-08-12
egpiplaw,True,Other,Other,Inbound,2019-01-21
lfsx43w8,False,Other,Corporate Events,Inbound,2019-04-16
34cnpc3d,True,Other,Other,Inbound,2018-08-12
6j9r946a,False,Other,Corporate Events,Inbound,2019-01-21
ywit36qh,True,Other,Corporate Events,Inbound,2018-08-12
ex8ib97h,True,Other,Corporate Events,Inbound,2019-01-21
2bb3dsbi,True,Other,Corporate Events,Inbound,2018-08-12
vvvyb263,True,Other,Corporate Events,Inbound,2019-01-21
xvm8viym,True,Other,Other,Inbound,2019-01-21
q1l2z2l6,False,Other,Corporate Events,Inbound,2018-08-12
md2ipt4a,True,Other,Other,Inbound,2019-01-21
b3gq4nyn,False,Other,Other,Outbound,2019-04-16
2z6p5kq8,True,Other,Corporate Events,Inbound,2018-08-12
2lib6b36,True,Other,Other,Inbound,2018-08-12
cau8jpkb,False,Other,Corporate Events,Inbound,2019-01-21
sq1tkmr9,True,Other,Corporate Events,Inbound,2018-08-12
nhgloaep,False,Other,Other,Inbound,2019-01-21
f216al6g,False,Other,Corporate Events,Inbound,2019-04-16
muid4823,True,Other,Other,Inbound,2019-01-21
0kdb0hku,True,Other,Other,Outbound,2019-04-16
umi7apn5,True,Other,Corporate Events,Inbound,2018-08-12
ap9srh6s,False,Other,Corporate Events,Inbound,2019-01-21
mi64pju7,True,Other,Corporate Events,Inbound,2018-08-12
kp1m64we,True,Other,Corporate Events,Inbound,2019-01-21
3a6qezhl,True,Other,Other,Inbound,2018-08-12
1y56xgb7,True,Other,Other,Inbound,2019-01-21
t6el7eyz,True,Other,Corporate Events,Inbound,2018-08-12
8vatu540,True,Other,Corporate Events,Inbound,2019-01-21
xx1dgmje,True,Other,Corporate Events,Outbound,2019-04-16
nfmie7bp,True,Other,Corporate Events,Inbound,2019-01-21
viohh8b6,True,Other,Other,Inbound,2019-01-21
boeydkqx,True,Other,Corporate Events,Inbound,2018-08-12
zpvh4u8x,True,Other,Corporate Events,Inbound,2019-01-21
jah871yo,True,Other,Corporate Events,Inbound,2019-01-21
fonqjntg,False,Other,Corporate Events,Outbound,2019-04-16
5qv6lzkh,False,Other,Other,Inbound,2018-08-12
67trl0ke,True,Other,Other,Inbound,2019-01-21
q8hp2uns,False,Other,Corporate Events,Inbound,2018-08-12
9472aj6t,True,Other,Corporate Events,Outbound,2019-04-16
mqdaiszj,False,Other,Corporate Events,Inbound,2018-08-12
zz3mvo30,True,Other,Other,Inbound,2019-01-21
x6s4mbj8,True,Other,Corporate Events,Inbound,2018-08-12
zhpk46yk,True,Other,Other,Inbound,2019-01-21
u5n93h8y,False,Other,Corporate Events,Outbound,2019-04-16
mom2tr07,False,Other,Corporate Events,Inbound,2018-08-12
iujympb9,True,Other,Other,Outbound,2019-04-16
at1qeayp,True,Other,Other,Inbound,2019-01-21
1p3bcdn0,True,Other,Corporate Events,Outbound,2019-04-16
k1x2061z,True,Other,Other,Inbound,2019-01-21
t2nzv54t,True,Other,Corporate Events,Inbound,2018-08-12
wbvsl3s4,True,Other,Other,Outbound,2019-04-16
nnguxqjy,True,Other,Other,Inbound,2019-01-21
z36m3fzc,False,Other,Other,Inbound,2019-01-21
bfocvvzj,True,Other,Corporate Events,Inbound,2018-08-13
yq9sddfb,True,Other,Corporate Events,Inbound,2019-04-16
s0akxsbl,False,Other,Corporate Events,Outbound,2019-04-16
io1szc0j,False,Other,Corporate Events,Inbound,2019-01-21
4p0vwahj,False,Other,Corporate Events,Outbound,2019-04-16
peeyoe6w,True,Other,Corporate Events,Inbound,2019-01-21
2cl9451h,True,Other,Corporate Events,Inbound,2019-04-16
yspmqkdo,True,Other,Corporate Events,Inbound,2019-01-21
5e7ec27s,True,Other,Other,Inbound,2018-08-13
mvzp5zsz,True,Other,Other,Inbound,2019-01-21
bcpbmnzc,True,Other,Other,Outbound,2019-04-16
c7y7mwqx,True,Other,Other,Inbound,2018-08-13
kb44sscb,True,Other,Corporate Events,Inbound,2019-01-21
nz41z8ib,True,Other,Corporate Events,Outbound,2019-04-16
8enjnhzo,False,Other,Corporate Events,Inbound,2019-01-21
gskhs3rk,True,Other,Corporate Events,Inbound,2019-04-16
vo2subd6,True,Other,Corporate Events,Inbound,2018-08-13
ah0wp7pd,True,Other,Other,Inbound,2019-01-21
rsfd075d,False,Other,Corporate Events,Outbound,2019-04-16
g50k7a4c,True,Other,Corporate Events,Inbound,2018-08-13
zujcpl57,False,Other,Corporate Events,Inbound,2019-01-21
wspz0342,False,Other,Other,Outbound,2019-04-16
3nnhs7mr,True,Other,Corporate Events,Inbound,2018-08-13
e6ulba3x,True,Other,Other,Inbound,2019-01-21
73u3e65m,True,Other,Corporate Events,Inbound,2018-08-13
8fikzogd,False,Other,Corporate Events,Inbound,2019-01-21
fc6a4k72,False,Other,Other,Inbound,2019-04-16
pkdusshu,True,Other,Other,Inbound,2019-01-21
j87w7w3d,True,Other,Other,Inbound,2018-08-13
xzk37jzt,True,Other,Corporate Events,Inbound,2018-08-13
5c6btlo3,False,Other,Corporate Events,Inbound,2019-01-21
e9k2ruw6,True,Other,Other,Outbound,2019-04-16
s3j2s500,False,Other,Other,Inbound,2019-01-21
iw1cqyuh,True,Other,Corporate Events,Outbound,2019-04-16
freqw9s0,True,Other,Corporate Events,Inbound,2018-08-13
lnq13yf2,True,Other,Other,Inbound,2019-01-21
2gkfyzrl,True,Other,Corporate Events,Inbound,2018-08-13
moknwdbq,True,Other,Other,Inbound,2019-01-21
so9rxnle,False,Other,Other,Outbound,2019-04-16
68eqpzly,False,Other,Corporate Events,Inbound,2018-08-13
3g6r1ax8,False,Other,Corporate Events,Outbound,2018-08-13
vkbcrm4a,True,Other,Corporate Events,Inbound,2018-08-13
8vdq3s72,True,Other,Other,Inbound,2018-08-13
tk4oowk0,True,Other,Other,Outbound,2019-04-16
6wmqa6p8,True,Other,Corporate Events,Inbound,2018-08-13
eydapk6i,True,Other,Corporate Events,Inbound,2019-01-21
m0235s1s,False,Other,Corporate Events,Inbound,2019-01-21
91q2bk5w,True,Other,Corporate Events,Inbound,2018-08-13
q6krcyjk,False,Other,Other,Inbound,2019-01-21
4fefxq3z,False,Other,Corporate Events,Inbound,2018-08-13
uaqc2o86,True,Other,Corporate Events,Outbound,2019-04-16
vmphcyz6,True,Other,Other,Inbound,2019-01-22
2veovvz0,True,Other,Corporate Events,Outbound,2019-04-16
rgit0rmk,True,Other,Corporate Events,Inbound,2018-08-13
xu1nw2v0,True,Other,Corporate Events,Inbound,2019-01-22
u8qbmi56,True,Other,Corporate Events,Outbound,2019-04-16
r8iaiefk,True,Other,Other,Inbound,2019-01-22
rxfcn6g0,True,Other,Corporate Events,Outbound,2019-04-16
e4hnnxg8,True,Other,Corporate Events,Inbound,2018-08-13
ut36s5pj,True,Other,Corporate Events,Inbound,2019-01-22
ge64wjc7,True,Other,Other,Outbound,2019-04-16
hv9giaat,True,Other,Corporate Events,Inbound,2018-08-13
cap8zioq,True,Other,Corporate Events,Inbound,2019-01-22
do6id2of,False,Other,Corporate Events,Inbound,2019-04-16
vgt1n3yq,True,Other,Corporate Events,Inbound,2018-08-13
64uy0kj6,True,Other,Other,Inbound,2019-01-22
fin3oiik,True,Other,Corporate Events,Outbound,2019-04-16
oksn6s6o,False,Other,Corporate Events,Inbound,2018-08-13
b1cqsk1o,True,Other,Other,Inbound,2019-01-22
ah25u5ye,True,Other,Corporate Events,Outbound,2019-04-16
ihb1fb1z,True,Other,Other,Outbound,2019-04-16
c2pj13b4,True,Other,Corporate Events,Inbound,2018-08-13
5e56nj2h,True,Other,Corporate Events,Inbound,2019-01-22
c3u6rbgr,True,Other,Other,Outbound,2019-04-16
aq8q5jdq,True,Other,Other,Outbound,2019-04-16
jgqt2m1n,False,Other,Other,Inbound,2019-01-22
o1xg9uib,True,Other,Corporate Events,Inbound,2018-08-13
ne3wb2w2,True,Other,Other,Inbound,2019-01-22
dyiv21dd,False,Other,Corporate Events,Inbound,2019-04-16
tg4wcpss,True,Other,Other,Inbound,2018-08-13
2r1vzgxi,False,Other,Corporate Events,Inbound,2019-01-22
zgb6pqn2,False,Other,Corporate Events,Outbound,2019-04-16
0ybfvwbv,True,Other,Corporate Events,Inbound,2018-08-13
nca4us5x,True,Other,Other,Inbound,2019-01-22
x42sgbe9,True,Other,Other,Outbound,2019-04-16
mnmblucr,True,Other,Other,Inbound,2018-08-13
062rkfys,True,Other,Corporate Events,Inbound,2019-01-22
wz73dwlw,True,Other,Other,Outbound,2019-04-16
7r9ct6mi,False,Other,Corporate Events,Inbound,2018-08-13
mvoeonfb,False,Other,Corporate Events,Inbound,2019-01-22
jm5nfyh0,True,Other,Corporate Events,Inbound,2018-08-13
ulrxa7x1,True,Other,Corporate Events,Inbound,2019-01-22
dmnfhlau,True,Other,Corporate Events,Inbound,2018-08-13
50jn4bzc,True,Other,Corporate Events,Inbound,2019-01-22
ppcti9az,True,Other,Corporate Events,Outbound,2019-04-16
xpynf5rz,False,Other,Corporate Events,Inbound,2018-08-13
x531pyoh,True,Other,Other,Inbound,2019-01-22
i41dy3kp,False,Other,Corporate Events,Outbound,2018-08-13
oe6o553j,True,Other,Other,Inbound,2019-01-22
cslba8yn,True,Other,Corporate Events,Inbound,2018-08-13
px42iq8d,True,Other,Corporate Events,Inbound,2019-01-22
tc9t0jvg,True,Other,Other,Outbound,2019-04-16
e9ukeh2z,True,Other,Corporate Events,Inbound,2018-08-13
03v12ggk,True,Other,Other,Outbound,2019-04-16
sr20fbgx,False,Other,Other,Inbound,2019-01-22
tbxt84tu,True,Other,Corporate Events,Outbound,2019-04-16
jlhhfd5b,True,Other,Other,Inbound,2018-08-14
5kttjjkx,True,Other,Other,Inbound,2019-01-22
y7kgx3wq,True,Other,Other,Outbound,2019-04-16
86nf220y,False,Other,Corporate Events,Inbound,2019-01-22
j7p37ncd,True,Other,Corporate Events,Inbound,2018-08-14
tdbz15ed,True,Other,Corporate Events,Inbound,2019-01-22
se4w0wsx,True,Other,Corporate Events,Outbound,2019-04-16
retlof9j,True,Other,Other,Inbound,2019-01-22
dcqodzi7,True,Other,Other,Outbound,2019-04-16
6njchtut,True,Other,Other,Outbound,2019-04-16
ueq479kc,True,Other,Corporate Events,Inbound,2018-08-14
5i85udew,True,Other,Corporate Events,Inbound,2019-01-22
zqcix3vg,True,Other,Corporate Events,Outbound,2019-04-16
wan2hi0x,True,Other,Corporate Events,Inbound,2018-08-14
2bcs6upx,False,Other,Corporate Events,Outbound,2018-08-14
a8flb5w1,True,Other,Other,Inbound,2019-01-22
4ejp3ur4,False,Other,Other,Inbound,2019-04-16
wxpbp9d6,True,Other,Corporate Events,Inbound,2018-08-14
w68r12sm,False,Other,Other,Outbound,2019-04-16
7dp73ti4,True,Other,Corporate Events,Inbound,2019-01-22
b0ns4jor,False,Other,Other,Outbound,2019-04-16
8voxt5s2,True,Other,Other,Inbound,2018-08-14
hd4wcx00,False,Other,Corporate Events,Inbound,2019-01-22
6svnvqjw,False,Other,Corporate Events,Outbound,2019-04-16
mj5cjfos,False,Other,Corporate Events,Outbound,2018-08-14
hcmco41q,True,Other,Corporate Events,Inbound,2019-01-22
mbowb1kq,False,Other,Corporate Events,Inbound,2019-04-16
x9tvpi78,True,Other,Corporate Events,Inbound,2018-08-14
sk0d81v6,True,Other,Corporate Events,Inbound,2019-01-22
6bx1j0wx,True,Other,Corporate Events,Inbound,2019-04-16
o1wpurlx,True,Other,Corporate Events,Inbound,2018-08-14
n2ll7g3z,True,Other,Corporate Events,Inbound,2019-01-22
7c3mkssz,True,Other,Other,Inbound,2019-04-16
g20udzwb,True,Other,Other,Inbound,2019-04-16
eozazs6n,False,Other,Other,Inbound,2018-08-14
lc1r0amv,True,Other,Other,Inbound,2019-01-22
gpzwy600,True,Other,Other,Inbound,2019-04-16
4er3cl5r,False,Other,Corporate Events,Inbound,2019-01-22
tajgbbqf,False,Other,Corporate Events,Outbound,2019-04-16
arsz6cnk,False,Other,Corporate Events,Inbound,2018-08-14
q2gd8z04,True,Other,Other,Inbound,2019-01-22
bt9xh22d,True,Other,Corporate Events,Inbound,2019-04-16
wm1roown,True,Other,Corporate Events,Inbound,2019-01-22
n0jkf6jx,True,Other,Corporate Events,Outbound,2019-04-16
dv5hqj8i,True,Other,Corporate Events,Inbound,2019-04-16
zzggxmmg,True,Other,Corporate Events,Inbound,2019-01-22
uam0fdm3,True,Other,Corporate Events,Inbound,2018-08-14
1iuep98k,False,Other,Corporate Events,Inbound,2019-01-22
vnqm08h4,True,Other,Other,Inbound,2018-08-14
03864hkv,True,Other,Corporate Events,Inbound,2018-08-14
wreuq7ui,False,Other,Other,Inbound,2019-01-22
wmrxfgkb,False,Other,Corporate Events,Outbound,2019-04-16
bri5yiuv,False,Other,Corporate Events,Inbound,2019-01-22
k0dhbj3i,True,Other,Corporate Events,Inbound,2018-08-14
yt5qshhx,True,Other,Corporate Events,Inbound,2019-01-22
zhrljl0h,True,Other,Corporate Events,Inbound,2019-01-22
nhwm4pt9,False,Other,Corporate Events,Inbound,2019-04-16
xv0tp1uy,False,Other,Corporate Events,Inbound,2018-08-14
adlbtmdx,True,Other,Other,Inbound,2019-01-22
pd9bwzt8,False,Other,Other,Inbound,2019-04-16
0ky9bqvw,True,Other,Corporate Events,Inbound,2018-08-14
plmfh2tr,True,Other,Corporate Events,Inbound,2019-01-22
vpv0u4tc,True,Other,Other,Inbound,2018-08-14
dg6ixj6j,True,Other,Corporate Events,Inbound,2019-01-22
nv02xiu5,True,Other,Corporate Events,Inbound,2019-04-17
hsr85qww,True,Other,Other,Inbound,2018-08-14
ezkbw5jk,True,Other,Corporate Events,Inbound,2019-04-17
xw0d7fz1,True,Other,Other,Inbound,2018-08-14
uiqcrhmw,True,Other,Corporate Events,Outbound,2019-04-17
yo8l3n7q,True,Other,Corporate Events,Inbound,2018-08-14
bwxqxv78,False,Other,Corporate Events,Inbound,2019-04-17
bhhdeszx,True,Other,Corporate Events,Inbound,2018-08-14
jamqa0od,True,Other,Other,Inbound,2019-01-22
oboql5jy,True,Other,Corporate Events,Inbound,2018-08-14
kfq2u40s,False,Other,Other,Inbound,2019-01-22
ry2pfmv8,False,Other,Corporate Events,Inbound,2019-04-17
m8by5gjt,True,Other,Corporate Events,Inbound,2019-01-22
4oafvml1,True,Other,Other,Inbound,2019-04-17
pkxj6zlz,True,Other,Corporate Events,Inbound,2019-01-22
ul5ex372,True,Other,Corporate Events,Outbound,2019-04-17
ifaxh7sn,True,Other,Other,Inbound,2018-08-14
f4vgb9xk,False,Other,Corporate Events,Inbound,2019-01-22
0yb21sv6,False,Other,Corporate Events,Outbound,2019-04-17
u535e906,False,Other,Other,Inbound,2019-01-22
0dos6u0z,True,Other,Corporate Events,Inbound,2018-08-14
c9mlak32,True,Other,Other,Inbound,2019-01-22
l2pjta05,True,Other,Other,Outbound,2019-04-17
baror6ha,False,Other,Other,Inbound,2019-01-22
a5eyqhsg,True,Other,Other,Inbound,2018-08-14
2uicq84l,True,Other,Corporate Events,Outbound,2019-04-17
e7u00405,True,Other,Corporate Events,Inbound,2018-08-14
frls8xil,True,Other,Other,Inbound,2019-01-22
7sctuert,True,Other,Corporate Events,Inbound,2018-08-14
p5pceg5u,True,Other,Other,Inbound,2019-01-22
f61mnv4z,False,Other,Corporate Events,Inbound,2019-04-17
wriqmj4o,True,Other,Corporate Events,Inbound,2018-08-14
thxgpb35,False,Other,Corporate Events,Inbound,2019-01-22
qizumn5k,True,Other,Corporate Events,Outbound,2019-04-17
gu4v0isf,True,Other,Other,Inbound,2019-01-22
jhwvbqaq,True,Other,Corporate Events,Inbound,2018-08-14
cv9hj0h9,True,Other,Corporate Events,Inbound,2019-01-22
abyki7nz,True,Other,Corporate Events,Outbound,2019-04-17
5n4nbb8g,True,Other,Other,Inbound,2018-08-14
a96hxm0o,True,Other,Other,Inbound,2019-01-22
614fdmj5,False,Other,Other,Outbound,2019-04-17
qxvft4gr,True,Other,Corporate Events,Inbound,2018-08-14
6849cxpq,False,Other,Corporate Events,Inbound,2019-01-22
0gq8l7np,True,Other,Corporate Events,Outbound,2019-04-17
7vppolde,True,Other,Other,Inbound,2019-01-22
o6oopxaq,True,Other,Corporate Events,Inbound,2019-01-22
6jguobvy,True,Other,Corporate Events,Inbound,2018-08-14
odbexw2p,True,Other,Other,Inbound,2019-01-22
vi2g85d4,False,Other,Corporate Events,Inbound,2019-04-17
88bawgaf,True,Other,Corporate Events,Inbound,2018-08-14
e80zkd2p,True,Other,Other,Inbound,2019-01-22
93vsyem7,True,Other,Corporate Events,Inbound,2018-08-14
6rqyq17f,True,Other,Corporate Events,Inbound,2019-01-22
s6cprkl7,True,Other,Corporate Events,Outbound,2018-08-14
jzj580jt,True,Other,Corporate Events,Inbound,2019-01-22
o01tcffz,False,Other,Corporate Events,Outbound,2019-04-17
8g4272vo,False,Other,Corporate Events,Inbound,2018-08-14
0fqz4vb9,True,Other,Corporate Events,Inbound,2018-08-14
tuhc6r3f,False,Other,Corporate Events,Inbound,2019-01-22
yvcuujso,True,Other,Other,Inbound,2019-04-17
o49qefcj,True,Other,Other,Inbound,2019-01-22
5ajpqpcg,True,Other,Corporate Events,Inbound,2018-08-15
ajgeutdw,True,Other,Corporate Events,Inbound,2019-01-22
y111d9i4,True,Other,Other,Inbound,2018-08-15
soxnmz15,False,Other,Corporate Events,Inbound,2019-01-22
21vuj6pt,True,Other,Other,Outbound,2019-04-17
6q74bkyx,False,Other,Other,Inbound,2019-01-22
4j179ahg,True,Other,Corporate Events,Inbound,2018-08-15
cj3whnbv,False,Other,Corporate Events,Inbound,2019-01-22
b64qtjt1,True,Other,Corporate Events,Inbound,2019-01-22
2442a57m,True,Other,Corporate Events,Outbound,2019-04-17
fr8eebh7,False,Other,Corporate Events,Inbound,2018-08-15
sc3lvk6w,True,Other,Corporate Events,Inbound,2019-04-17
m2br75b0,False,Other,Corporate Events,Inbound,2018-08-15
pjxrn16z,True,Other,Other,Inbound,2019-01-22
bafzo0o1,False,Other,Corporate Events,Outbound,2019-04-17
j39355c2,True,Other,Other,Inbound,2018-08-15
i6yaeb3w,True,Other,Corporate Events,Inbound,2019-01-22
8vv4q6fz,False,Other,Other,Outbound,2019-04-17
xgdwns9c,True,Other,Corporate Events,Inbound,2018-08-15
ox3hgylk,False,Other,Corporate Events,Outbound,2019-04-17
q7tgvpq8,True,Other,Other,Inbound,2018-08-15
1m72fnqa,False,Other,Corporate Events,Inbound,2019-01-22
9vcnnumv,False,Other,Corporate Events,Inbound,2018-08-15
gl5cfy0v,True,Other,Corporate Events,Inbound,2019-01-22
chetvop5,True,Other,Other,Inbound,2019-04-17
084c5lo4,True,Other,Corporate Events,Inbound,2018-08-15
3gqw1628,True,Other,Other,Inbound,2019-01-22
bu92i166,False,Other,Other,Inbound,2019-01-22
msw2c38x,False,Other,Other,Outbound,2019-04-17
z85wmpi8,False,Other,Corporate Events,Inbound,2018-08-15
os65q8qu,True,Other,Corporate Events,Inbound,2019-01-22
fvkbt7uj,True,Other,Other,Inbound,2018-08-15
ovfxat7e,True,Other,Other,Inbound,2019-01-22
i7c60nrp,False,Other,Corporate Events,Outbound,2019-04-17
ii9gc9tu,False,Other,Corporate Events,Outbound,2018-08-15
9n0lofg5,False,Other,Other,Inbound,2019-01-22
rtmiiwxb,False,Other,Corporate Events,Inbound,2018-08-15
gsihnvpq,False,Other,Corporate Events,Outbound,2019-04-17
2877d0zj,False,Other,Corporate Events,Inbound,2018-08-15
69wpj959,False,Other,Corporate Events,Inbound,2019-01-22
3lu45c94,True,Other,Corporate Events,Inbound,2018-08-15
v26f4vsy,True,Other,Corporate Events,Inbound,2018-08-15
knb0p6u8,True,Other,Other,Inbound,2019-01-22
dlwop2gi,True,Other,Corporate Events,Outbound,2019-04-17
pia3t9rp,True,Other,Corporate Events,Inbound,2018-08-15
rurkr78f,False,Other,Corporate Events,Inbound,2019-01-22
wn8du6t9,False,Other,Corporate Events,Inbound,2019-01-22
7k92f9lb,True,Other,Other,Outbound,2019-04-17
u5aj81pr,True,Other,Corporate Events,Inbound,2018-08-15
zq0bhuwe,False,Other,Other,Inbound,2019-01-22
erp4636b,True,Other,Other,Outbound,2019-04-17
d2q049gp,True,Other,Corporate Events,Inbound,2019-01-22
aibszy6l,True,Other,Other,Inbound,2019-01-22
sjox60hs,True,Other,Corporate Events,Inbound,2019-04-17
r782ogdh,True,Other,Corporate Events,Inbound,2018-08-15
4h8zp759,False,Other,Corporate Events,Inbound,2019-01-22
u5lc9vft,False,Other,Corporate Events,Inbound,2019-04-17
x84cr9x3,True,Other,Corporate Events,Inbound,2018-08-15
dc4d5ehk,True,Other,Corporate Events,Inbound,2018-08-15
mfuval9f,True,Other,Other,Inbound,2019-01-22
9o0iuohn,True,Other,Corporate Events,Outbound,2019-04-17
kqdjabmm,True,Other,Corporate Events,Inbound,2018-08-15
eckn7swi,True,Other,Corporate Events,Inbound,2019-01-22
tcf5ob9y,False,Other,Corporate Events,Outbound,2019-04-17
4g5ectjs,False,Other,Other,Inbound,2018-08-15
88hk1txu,False,Other,Other,Inbound,2019-01-22
11agt7tb,False,Other,Corporate Events,Outbound,2019-04-17
6rnyxpvr,True,Other,Other,Inbound,2019-01-22
x68uwyzy,True,Other,Corporate Events,Outbound,2019-04-17
d8821w5t,True,Other,Other,Inbound,2019-01-22
2hwraamy,False,Other,Other,Inbound,2019-01-22
xdiccs8x,False,Other,Corporate Events,Outbound,2019-04-17
uym47z8s,True,Other,Corporate Events,Inbound,2019-01-22
qrd3lf45,False,Other,Other,Inbound,2019-04-17
skizusyy,True,Other,Corporate Events,Inbound,2018-08-15
jlbe1g7i,True,Other,Other,Inbound,2019-01-22
6zk3995t,True,Other,Other,Inbound,2019-01-22
j60b1bip,False,Other,Corporate Events,Outbound,2019-04-17
0t4vb4iv,True,Other,Corporate Events,Inbound,2018-08-15
lveedkko,True,Other,Corporate Events,Inbound,2019-01-22
zhafvloi,True,Other,Other,Inbound,2018-08-15
d9hsvyl8,True,Other,Other,Inbound,2019-01-22
isbz850k,True,Other,Corporate Events,Inbound,2019-04-17
t4fjjsj7,False,Other,Corporate Events,Outbound,2018-08-15
84wiogg4,False,Other,Corporate Events,Inbound,2019-01-22
