status,price,pain,duration,has_discount_code,was_corporate_event,lead_has_city,lead_has_acquisition_campaign,lead_source,duration_created,price_isnull,pain_isnull,lead_has_city_isnull,lead_has_acquisition_campaign_isnull,lead_source_isnull,duration_created_isnull
Closed Won,300.0,operations,17,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,14876.0,financial control,19,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,False,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,768.0,operations,0,False,False,,,,,False,False,True,True,True,True
Closed Won,500.0,,0,False,True,,,,,False,True,True,True,True,True
Closed Won,1344.0,operations,0,True,True,True,False,Inbound,13.0,False,False,False,False,False,False
Closed Won,1344.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,150.0,quality of delivery,0,True,True,False,False,Inbound,5.0,False,False,False,False,False,False
Closed Won,150.0,operations,79,True,True,,,,,False,False,True,True,True,True
Closed Won,1680.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,600.0,operations,0,False,False,True,False,Inbound,30.0,False,False,False,False,False,False
Closed Lost,960.0,operations,-59,False,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,operations,-132,True,True,,,,,False,False,True,True,True,True
Closed Lost,600.0,financial control,-146,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,768.0,operations,62,False,False,True,False,Outbound,-147.0,False,False,False,False,False,False
Closed Lost,150.0,operations,4,True,True,,,,,False,False,True,True,True,True
Closed Won,960.0,financial control,0,True,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,-136,True,True,False,False,Inbound,2.0,False,False,False,False,False,False
Closed Lost,200.0,,8,False,False,,,,,False,True,True,True,True,True
Closed Won,0.0,,0,False,False,,,,,False,True,True,True,True,True
Closed Lost,360.0,operations,85,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,True,True,False,Inbound,31.0,False,False,False,False,False,False
Closed Won,0.0,,-31,False,False,,,,,False,True,True,True,True,True
Closed Won,768.0,quality of delivery,80,True,True,,,,,False,False,True,True,True,True
Closed Won,14876.0,operations,-18,True,True,True,False,Inbound,122.0,False,False,False,False,False,False
Closed Won,768.0,quality of delivery,0,True,True,True,False,Inbound,-110.0,False,False,False,False,False,False
Closed Lost,240.0,operations,7,True,True,True,False,Inbound,3.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,12,False,True,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,7,False,False,,,,,False,False,True,True,True,True
Closed Lost,240.0,financial control,6,False,False,,,,,False,False,True,True,True,True
Closed Won,240.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,150.0,operations,0,True,True,True,False,Inbound,3.0,False,False,False,False,False,False
Closed Lost,360.0,operations,52,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,0,False,False,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,300.0,operations,53,False,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Lost,150.0,operations,0,False,True,False,False,Outbound,1.0,False,False,False,False,False,False
Closed Won,240.0,financial control,1,True,False,,,,,False,False,True,True,True,True
Closed Lost,600.0,financial control,28,False,False,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,187,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,89,False,False,,,,,False,False,True,True,True,True
Closed Won,360.0,operations,0,True,True,False,False,Inbound,31.0,False,False,False,False,False,False
Closed Lost,240.0,operations,219,False,False,True,False,Outbound,-155.0,False,False,False,False,False,False
Closed Lost,360.0,operations,28,True,False,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,320.0,quality of delivery,146,False,True,,,,,False,False,True,True,True,True
Closed Won,240.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,450.0,operations,204,False,False,,,,,False,False,True,True,True,True
Closed Won,1680.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,450.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,0.0,operations,0,False,True,True,False,Inbound,-25.0,False,False,False,False,False,False
Closed Lost,200.0,operations,17,True,False,True,False,Inbound,-147.0,False,False,False,False,False,False
Closed Lost,360.0,quality of delivery,1,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,-1,False,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,97,True,False,True,False,Outbound,2.0,False,False,False,False,False,False
Closed Won,360.0,operations,1,True,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,-6,False,False,,,,,False,False,True,True,True,True
Closed Lost,240.0,financial control,0,False,False,False,False,Outbound,1.0,False,False,False,False,False,False
Closed Lost,360.0,quality of delivery,1,True,False,,,,,False,False,True,True,True,True
Closed Won,150.0,financial control,8,True,False,False,False,Outbound,-47.0,False,False,False,False,False,False
Closed Won,32396.0,operations,4,True,True,True,False,Inbound,3.0,False,False,False,False,False,False
Closed Won,768.0,operations,3,True,True,False,False,Inbound,2.0,False,False,False,False,False,False
Closed Lost,200.0,operations,63,True,True,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,-18,True,True,,,,,False,False,True,True,True,True
Closed Lost,768.0,operations,-20,False,False,,,,,False,False,True,True,True,True
Closed Won,1344.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,quality of delivery,-12,False,True,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,-1665,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,quality of delivery,31,False,True,,,,,False,False,True,True,True,True
Closed Won,324.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,576.0,operations,3,True,False,,,,,False,False,True,True,True,True
Closed Lost,768.0,quality of delivery,36,False,True,True,False,Inbound,4.0,False,False,False,False,False,False
Closed Lost,200.0,operations,4,False,False,True,False,Outbound,1.0,False,False,False,False,False,False
Closed Lost,0.0,quality of delivery,0,False,False,,,,,False,False,True,True,True,True
Closed Lost,450.0,quality of delivery,2,True,True,True,False,Inbound,3.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,,7,True,False,True,False,Inbound,1.0,False,True,False,False,False,False
Closed Lost,360.0,financial control,59,True,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,operations,191,False,True,,,,,False,False,True,True,True,True
Closed Won,1344.0,financial control,0,True,True,True,False,Inbound,-171.0,False,False,False,False,False,False
Closed Lost,360.0,financial control,193,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,quality of delivery,212,False,True,True,False,Inbound,-171.0,False,False,False,False,False,False
Closed Won,240.0,financial control,189,True,False,True,False,Outbound,-155.0,False,False,False,False,False,False
Closed Lost,240.0,operations,0,True,True,True,False,Inbound,-171.0,False,False,False,False,False,False
Closed Lost,360.0,operations,203,False,True,True,False,Outbound,-171.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Won,1680.0,operations,0,True,True,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,1650.0,operations,0,True,True,True,False,Inbound,-144.0,False,False,False,False,False,False
Closed Won,32396.0,operations,0,True,True,False,False,Inbound,59.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,0,True,True,True,False,Inbound,-173.0,False,False,False,False,False,False
Closed Lost,960.0,operations,187,False,True,True,False,Outbound,-174.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,124,True,False,,,,,False,False,True,True,True,True
Closed Lost,576.0,operations,243,False,False,,,,,False,False,True,True,True,True
Closed Lost,240.0,operations,204,True,True,True,False,Inbound,-173.0,False,False,False,False,False,False
Closed Won,768.0,quality of delivery,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,450.0,operations,1,True,True,True,False,Inbound,-147.0,False,False,False,False,False,False
Closed Won,150.0,operations,3,True,True,False,False,Inbound,-147.0,False,False,False,False,False,False
Closed Won,14876.0,financial control,3,True,True,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,324.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,324.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,576.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,450.0,operations,1,True,True,,,,,False,False,True,True,True,True
Closed Lost,600.0,operations,16,True,True,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Won,360.0,operations,84,True,False,True,False,Outbound,2.0,False,False,False,False,False,False
Closed Lost,500.0,financial control,5,True,False,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,200.0,operations,3,True,True,True,False,Outbound,2.0,False,False,False,False,False,False
Closed Won,600.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,32396.0,operations,0,True,False,True,False,Inbound,-46.0,False,False,False,False,False,False
Closed Lost,200.0,operations,7,False,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,0,False,False,,,,,False,False,True,True,True,True
Closed Lost,450.0,operations,24,False,True,,,,,False,False,True,True,True,True
Closed Won,450.0,operations,62,True,True,True,False,Outbound,181.0,False,False,False,False,False,False
Closed Won,240.0,operations,31,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,31,True,True,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,1344.0,operations,-120,False,False,True,False,Inbound,91.0,False,False,False,False,False,False
Closed Won,576.0,quality of delivery,31,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,operations,31,True,True,True,False,Inbound,31.0,False,False,False,False,False,False
Closed Lost,600.0,time saving,-37,False,True,True,False,Inbound,92.0,False,False,False,False,False,False
Closed Won,9214.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,-43,False,True,False,False,Outbound,31.0,False,False,False,False,False,False
Closed Won,324.0,operations,0,False,True,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,operations,3,False,False,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,324.0,operations,36,False,True,False,False,Outbound,5.0,False,False,False,False,False,False
Closed Won,240.0,,-42,True,True,,,,,False,True,True,True,True,True
Closed Won,768.0,operations,0,True,False,False,False,Inbound,4.0,False,False,False,False,False,False
Closed Won,576.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Lost,768.0,operations,170,True,True,False,False,Outbound,-144.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,31,True,True,,,,,False,False,True,True,True,True
Closed Lost,360.0,financial control,0,True,True,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Won,360.0,quality of delivery,0,True,True,True,False,Inbound,-144.0,False,False,False,False,False,False
Closed Lost,200.0,operations,226,True,True,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,0,True,True,True,False,Inbound,-146.0,False,False,False,False,False,False
Closed Lost,200.0,operations,1,False,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,operations,2,False,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,5,False,False,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,-156,False,True,True,False,Outbound,24.0,False,False,False,False,False,False
Closed Lost,1008.0,operations,61,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,quality of delivery,0,True,True,True,False,Inbound,24.0,False,False,False,False,False,False
Closed Lost,360.0,operations,7,True,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Won,1680.0,operations,4,True,False,,,,,False,False,True,True,True,True
Closed Lost,768.0,operations,0,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,576.0,operations,3,True,True,,,,,False,False,True,True,True,True
Closed Lost,960.0,operations,62,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,768.0,operations,6,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,360.0,,68,False,False,,,,,False,True,True,True,True,True
Closed Lost,240.0,quality of delivery,39,False,False,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,,6,False,False,True,False,Inbound,4.0,False,True,False,False,False,False
Closed Lost,450.0,operations,61,False,True,True,False,Inbound,153.0,False,False,False,False,False,False
Closed Lost,240.0,operations,189,True,True,,,,,False,False,True,True,True,True
Closed Lost,324.0,quality of delivery,0,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,1344.0,operations,-44,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,336.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,92,False,True,True,False,Inbound,122.0,False,False,False,False,False,False
Closed Won,450.0,operations,31,True,True,True,False,Inbound,212.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,1344.0,operations,3,True,True,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,7,False,False,True,False,Inbound,4.0,False,False,False,False,False,False
Closed Lost,960.0,operations,8,True,True,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,576.0,financial control,172,True,False,True,False,Inbound,-134.0,False,False,False,False,False,False
Closed Lost,360.0,quality of delivery,120,True,False,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,quality of delivery,334,False,False,,,,,False,False,True,True,True,True
Closed Won,576.0,operations,181,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,151,False,False,,,,,False,False,True,True,True,True
Closed Lost,320.0,quality of delivery,181,False,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,operations,243,False,False,True,False,Inbound,-174.0,False,False,False,False,False,False
Closed Lost,360.0,financial control,353,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,1,True,True,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Won,960.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,450.0,,2,False,False,True,False,Inbound,-146.0,False,True,False,False,False,False
Closed Lost,768.0,operations,34,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,False,Inbound,99.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,150.0,operations,8,False,False,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,4,True,False,True,False,Outbound,1.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,False,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Won,576.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,300.0,operations,-46,True,True,,,,,False,False,True,True,True,True
Closed Won,600.0,operations,0,False,True,True,False,Inbound,10.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,23,True,False,True,True,Inbound,3.0,False,False,False,False,False,False
Closed Won,240.0,financial control,0,True,False,True,False,Inbound,-134.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Won,576.0,quality of delivery,31,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,-38,True,True,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Lost,240.0,operations,-83,False,True,True,False,Inbound,92.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,30,True,True,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,61,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,-84,False,True,,,,,False,False,True,True,True,True
Closed Lost,576.0,operations,-84,False,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,240.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,576.0,,24,True,True,,,,,False,True,True,True,True,True
Closed Lost,200.0,operations,0,False,True,True,False,Outbound,1.0,False,False,False,False,False,False
Closed Won,1344.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,time saving,8,False,False,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Lost,0.0,operations,3,False,False,,,,,False,False,True,True,True,True
Closed Won,768.0,quality of delivery,0,True,False,,,,,False,False,True,True,True,True
Closed Won,1344.0,operations,0,True,False,True,False,Outbound,1.0,False,False,False,False,False,False
Closed Lost,200.0,operations,31,False,True,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Lost,360.0,operations,61,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,576.0,operations,0,True,True,True,False,Inbound,-145.0,False,False,False,False,False,False
Closed Won,600.0,financial control,0,True,True,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Lost,200.0,operations,199,True,False,False,False,Inbound,28.0,False,False,False,False,False,False
Closed Lost,324.0,quality of delivery,245,False,True,,,,,False,False,True,True,True,True
Closed Lost,1344.0,operations,193,True,False,,,,,False,False,True,True,True,True
Closed Won,32396.0,financial control,0,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,576.0,operations,153,True,True,False,False,Inbound,31.0,False,False,False,False,False,False
Closed Won,360.0,financial control,183,True,True,False,False,Inbound,-113.0,False,False,False,False,False,False
Closed Lost,768.0,financial control,244,True,True,,,,,False,False,True,True,True,True
Closed Lost,768.0,operations,184,True,True,False,False,Inbound,59.0,False,False,False,False,False,False
Closed Lost,290.0,time saving,132,False,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,0,False,True,False,False,Inbound,31.0,False,False,False,False,False,False
Closed Lost,324.0,financial control,212,False,False,,,,,False,False,True,True,True,True
Closed Won,768.0,quality of delivery,0,True,True,False,False,Inbound,-142.0,False,False,False,False,False,False
Closed Won,576.0,quality of delivery,0,True,True,False,False,Inbound,31.0,False,False,False,False,False,False
Closed Lost,360.0,operations,171,False,False,True,False,Inbound,-138.0,False,False,False,False,False,False
Closed Lost,1350.0,financial control,120,True,False,True,False,Outbound,-142.0,False,False,False,False,False,False
Closed Won,300.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,150.0,operations,15,False,False,,,,,False,False,True,True,True,True
Closed Won,360.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,960.0,quality of delivery,15,False,True,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,576.0,operations,16,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,0,False,False,True,False,Inbound,-145.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,0,False,True,True,False,Outbound,4.0,False,False,False,False,False,False
Closed Lost,768.0,financial control,4,True,False,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,240.0,financial control,4,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,3,False,False,,,,,False,False,True,True,True,True
Closed Won,960.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,150.0,operations,0,True,True,False,False,Outbound,3.0,False,False,False,False,False,False
Closed Won,768.0,operations,-68,True,False,,,,,False,False,True,True,True,True
Closed Won,576.0,operations,61,True,True,,,,,False,False,True,True,True,True
Closed Won,960.0,operations,0,False,True,True,False,Inbound,61.0,False,False,False,False,False,False
Closed Lost,324.0,operations,-111,False,True,True,False,Inbound,30.0,False,False,False,False,False,False
Closed Won,300.0,operations,-30,True,False,True,False,Inbound,30.0,False,False,False,False,False,False
Closed Won,360.0,operations,-114,True,False,,,,,False,False,True,True,True,True
Closed Lost,324.0,operations,34,False,False,,,,,False,False,True,True,True,True
Closed Lost,240.0,operations,-1,True,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Won,300.0,operations,1,True,True,,,,,False,False,True,True,True,True
Closed Lost,324.0,quality of delivery,0,False,False,True,False,Outbound,1.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,False,True,False,Inbound,5.0,False,False,False,False,False,False
Closed Won,768.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Lost,200.0,operations,1,False,False,,,,,False,False,True,True,True,True
Closed Won,240.0,quality of delivery,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,360.0,operations,61,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,133,True,False,,,,,False,False,True,True,True,True
Closed Lost,450.0,financial control,127,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,30,False,True,False,False,Inbound,59.0,False,False,False,False,False,False
Closed Lost,324.0,,174,True,False,False,False,Inbound,61.0,False,True,False,False,False,False
Closed Lost,768.0,operations,130,True,True,False,False,Inbound,-82.0,False,False,False,False,False,False
Closed Lost,150.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,0,False,False,,,,,False,False,True,True,True,True
Closed Won,200.0,operations,-60,True,True,False,False,Inbound,30.0,False,False,False,False,False,False
Closed Won,1008.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,89,False,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,True,False,Inbound,89.0,False,False,False,False,False,False
Closed Won,1344.0,operations,0,True,True,True,False,Outbound,30.0,False,False,False,False,False,False
Closed Lost,960.0,financial control,146,False,True,,,,,False,False,True,True,True,True
Closed Won,450.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,80.0,financial control,0,False,False,,,,,False,False,True,True,True,True
Closed Won,768.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,0,False,False,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,960.0,operations,241,True,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,operations,12,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,0.0,financial control,56,False,False,,,,,False,False,True,True,True,True
Closed Won,576.0,operations,0,True,True,True,False,Outbound,6.0,False,False,False,False,False,False
Closed Won,1344.0,operations,3,True,True,True,False,Inbound,8.0,False,False,False,False,False,False
Closed Lost,324.0,time saving,2,True,True,True,False,Inbound,3.0,False,False,False,False,False,False
Closed Won,576.0,operations,20,True,False,,,,,False,False,True,True,True,True
Closed Lost,360.0,financial control,23,True,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,operations,-114,True,True,,,,,False,False,True,True,True,True
Closed Lost,450.0,operations,-103,True,False,,,,,False,False,True,True,True,True
Closed Won,1018.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,1008.0,financial control,-111,False,False,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,768.0,operations,159,False,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,768.0,operations,100,True,True,False,False,Inbound,30.0,False,False,False,False,False,False
Closed Lost,0.0,operations,131,False,True,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,31,True,True,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,31,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,,31,True,False,,,,,False,True,True,True,True,True
Closed Won,576.0,operations,184,True,True,,,,,False,False,True,True,True,True
Closed Lost,600.0,operations,111,False,True,False,False,Outbound,61.0,False,False,False,False,False,False
Closed Won,1344.0,operations,0,True,True,False,False,Inbound,30.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,80,False,True,,,,,False,False,True,True,True,True
Closed Lost,960.0,quality of delivery,75,False,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,92,False,False,,,,,False,False,True,True,True,True
Closed Won,600.0,operations,0,False,False,True,False,Inbound,61.0,False,False,False,False,False,False
Closed Lost,360.0,operations,123,True,True,False,False,Inbound,120.0,False,False,False,False,False,False
Closed Lost,324.0,financial control,61,False,False,,,,,False,False,True,True,True,True
Closed Lost,1344.0,financial control,146,False,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,0,False,True,False,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,18150.0,quality of delivery,214,False,True,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,1008.0,operations,31,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,True,False,Inbound,89.0,False,False,False,False,False,False
Closed Won,450.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,772.0,operations,14,False,False,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Lost,150.0,financial control,3,False,True,True,False,Inbound,2.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,150.0,operations,0,False,True,False,False,Outbound,11.0,False,False,False,False,False,False
Closed Lost,300.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Won,768.0,financial control,1,True,False,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Lost,240.0,operations,0,False,False,False,False,Inbound,12.0,False,False,False,False,False,False
Closed Won,960.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Won,150.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,600.0,financial control,3,True,False,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,3,True,False,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,360.0,operations,3,False,True,True,False,Inbound,3.0,False,False,False,False,False,False
Closed Lost,576.0,,-113,False,True,True,False,Inbound,61.0,False,True,False,False,False,False
Closed Won,360.0,quality of delivery,0,True,False,,,,,False,False,True,True,True,True
Closed Won,600.0,operations,0,True,True,True,False,Inbound,30.0,False,False,False,False,False,False
Closed Won,768.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,77462.0,operations,0,True,True,True,False,Inbound,31.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,operations,66,True,True,False,False,Inbound,31.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,150.0,financial control,153,True,True,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,153,True,True,False,False,Inbound,61.0,False,False,False,False,False,False
Closed Lost,360.0,operations,153,True,False,,,,,False,False,True,True,True,True
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,66,True,True,False,False,Inbound,61.0,False,False,False,False,False,False
Closed Lost,450.0,operations,22,True,True,,,,,False,False,True,True,True,True
Closed Lost,324.0,operations,-9,False,False,True,False,Outbound,123.0,False,False,False,False,False,False
Closed Won,360.0,operations,-183,True,True,True,False,Outbound,123.0,False,False,False,False,False,False
